t,x,v
1.211757166384634559e+02,-1.233271533573445140e+02,9.584167216795172473e-02
1.216245155889762799e+02,-1.234161752138772243e+02,-4.917539660088859899e-01
1.220733145394891039e+02,-1.237707340991401708e+02,-1.091843480243717579e+00
1.225221134900019280e+02,-1.243951874940140243e+02,-1.679247626967453444e+00
1.229709124405147520e+02,-1.252494705352438871e+02,-2.071818440176269149e+00
1.234197113910275903e+02,-1.261874939689652422e+02,-2.025715247913791206e+00
1.238685103415404143e+02,-1.270053280202277790e+02,-1.571401036569187504e+00
1.243173092920532383e+02,-1.275760447773089226e+02,-9.650335998096912782e-01
1.247661082425660766e+02,-1.278724207369367889e+02,-3.593447338744687469e-01
1.252149071930789006e+02,-1.278999422874399983e+02,2.387767099023077599e-01
1.256637061435917246e+02,-1.276527809931428408e+02,8.713444369593237315e-01
1.261125050941045487e+02,-1.271112802459572322e+02,1.542689205472582703e+00
1.265613040446173727e+02,-1.262823727703084131e+02,2.111297323801572201e+00
1.270101029951302110e+02,-1.252756307785550831e+02,2.290702211179730607e+00
1.274589019456430350e+02,-1.242968370287761104e+02,2.013840570011966147e+00
1.279077008961558590e+02,-1.234921243626448870e+02,1.572151877902619121e+00
1.283564998466686973e+02,-1.228717302835827923e+02,1.216614896990540151e+00
1.288052987971815071e+02,-1.223769671055169823e+02,1.013393732106880885e+00
1.292540977476943453e+02,-1.219412359733735229e+02,9.495498167936958778e-01
1.297028966982071836e+02,-1.215075440643581715e+02,9.998873288262541958e-01
1.301516956487199934e+02,-1.210315463362755821e+02,1.130669542723343080e+00
1.306004945992328317e+02,-1.204900052606493119e+02,1.277645268698225145e+00
1.310492935497456415e+02,-1.198975612453664468e+02,1.339217439318779013e+00
1.314980925002584797e+02,-1.193140524263145892e+02,1.229748488352520264e+00
1.319468914507713180e+02,-1.188186476190710579e+02,9.568559884972587248e-01
1.323956904012841278e+02,-1.184663051418252735e+02,6.093019693876202680e-01
1.328444893517969660e+02,-1.182695157215716648e+02,2.749553947083086536e-01
1.332932883023098043e+02,-1.182106317459723499e+02,-1.205899957612846518e-03
1.337420872528226141e+02,-1.182601132464602642e+02,-2.076988163470207538e-01
1.341908862033354524e+02,-1.183869930838415740e+02,-3.469597816079858510e-01
1.346396851538482906e+02,-1.185623393760705540e+02,-4.247401229939693490e-01
1.350884841043611004e+02,-1.187601546878176748e+02,-4.486356434835066520e-01
1.355372830548739387e+02,-1.189587391144419684e+02,-4.306621128039976321e-01
1.359860820053867485e+02,-1.191430795046284459e+02,-3.884832585078570322e-01
1.364348809558995868e+02,-1.193068833780737776e+02,-3.424682272550289563e-01
1.368836799064124250e+02,-1.194525155541328587e+02,-3.097665823844903965e-01
1.373324788569252348e+02,-1.195882367570655163e+02,-2.987844712467533914e-01
1.377812778074380731e+02,-1.197235843114427212e+02,-3.067146645166732299e-01
1.382300767579508829e+02,-1.198645012243917876e+02,-3.208559346375815524e-01
1.386788757084637211e+02,-1.200097674166755155e+02,-3.228449887963830700e-01
1.391276746589765594e+02,-1.201496333496976661e+02,-2.938600842541137514e-01
1.395764736094893692e+02,-1.202665876310303901e+02,-2.186141385806897319e-01
1.400252725600022075e+02,-1.203374244102296018e+02,-8.717952135586531925e-02
